Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login,,,2018-09-27 12:35:29,2018-09-27 12:35:31,1.805s,FAILED
,,,,,,
Test Cases/SampleTest,,,2018-09-27 12:35:30,2018-09-27 12:35:31,1.271s,FAILED
openBrowser,,,2018-09-27 12:35:30,2018-09-27 12:35:31,0.844s,FAILED
